Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
0.0;9.0;?;91.0;4.0;8.0;?;0.91;Displacement;?
2.3;15.0;?;91.0;?;1.3;?;0.0;Displacement;149.0
?;9.0;?;91.0;13.0;3.5;2.0;0.91;Displacement;264.0
0.0;9.0;2.0;91.0;4.0;?;?;?;Displacement;?
?;10.0;2.0;91.0;3.0;4.0;3.0;0.91;Displacement;395.0
?;22.0;0.0;91.0;?;1.5;2.0;0.0;Displacement;6.0
1.5;?;2.0;91.0;22.0;0.1;?;0.0;Displacement;525.0
?;13.0;?;91.0;27.0;0.8;0.0;0.0;Displacement;?
0.0;9.0;2.0;91.0;4.0;?;?;?;Displacement;383.0
0.0;9.0;2.0;91.0;?;8.0;?;?;Displacement;383.0
?;12.0;?;91.0;27.0;2.0;0.0;0.0;Displacement;400.0
?;?;0.0;91.0;32.0;1.5;2.0;0.0;Displacement;6.0
0.1;12.0;2.0;91.0;18.0;?;1.0;0.0;Displacement;467.0
?;10.0;?;91.0;19.0;?;1.0;0.92;Displacement;20.0
1.0;16.0;2.0;91.0;13.0;2.0;0.0;0.0;Displacement;237.0
1.2;18.0;2.0;91.0;0.0;2.1;3.0;0.91;Displacement;?
?;13.0;2.0;91.0;27.0;0.8;0.0;0.0;Displacement;?
?;13.0;2.0;91.0;27.0;0.8;0.0;0.0;Displacement;355.0
0.3;17.0;2.0;91.0;15.0;0.8;6.0;0.0;Displacement;?
?;15.0;2.0;91.0;22.0;1.3;4.0;0.0;Displacement;149.0
?;22.0;0.0;91.0;32.0;1.5;?;0.0;Displacement;6.0
2.3;15.0;?;91.0;22.0;1.3;?;0.0;Displacement;149.0
2.5;?;0.0;91.0;12.0;?;?;0.0;Displacement;31.0
0.0;9.0;2.0;91.0;4.0;?;?;0.91;Displacement;383.0
0.0;9.0;2.0;91.0;?;8.0;?;0.91;Displacement;383.0
1.0;16.0;2.0;91.0;?;2.0;0.0;0.0;Displacement;237.0
?;9.0;3.0;91.0;13.0;?;2.0;0.91;Displacement;264.0
1.0;16.0;?;91.0;?;2.0;0.0;0.0;Displacement;237.0
0.6;16.0;?;91.0;18.0;1.6;1.0;0.0;Displacement;?
0.0;9.0;?;91.0;4.0;8.0;4.0;0.91;Displacement;?
0.0;9.0;?;91.0;4.0;8.0;?;?;Displacement;?
?;16.0;?;91.0;13.0;2.0;0.0;0.0;Displacement;237.0
0.1;12.0;2.0;91.0;?;4.0;1.0;0.0;Displacement;467.0
?;12.0;2.0;91.0;27.0;2.0;0.0;0.0;Displacement;400.0
?;10.0;2.0;91.0;19.0;?;1.0;0.92;Displacement;20.0
3.1;8.0;2.0;91.0;37.0;1.5;4.0;0.0;Displacement;653.0
?;18.0;2.0;91.0;1.0;?;0.0;0.91;Displacement;562.0
0.0;9.0;2.0;91.0;4.0;8.0;?;?;Displacement;?
?;11.0;?;91.0;4.0;1.0;3.0;0.91;Displacement;269.0
0.0;9.0;?;91.0;?;?;4.0;0.91;Displacement;383.0
?;10.0;2.0;91.0;19.0;?;1.0;?;Displacement;20.0
0.0;9.0;?;91.0;4.0;?;?;0.91;Displacement;383.0
0.0;9.0;?;91.0;4.0;?;4.0;0.91;Displacement;?
0.0;?;2.0;91.0;?;?;1.0;0.0;Displacement;525.0
0.0;16.0;2.0;91.0;?;?;1.0;0.0;Displacement;525.0
?;11.0;2.0;91.0;4.0;1.0;?;0.91;Displacement;269.0
?;9.0;?;91.0;13.0;3.5;?;0.91;Displacement;264.0
4.7;22.0;0.0;91.0;?;1.5;?;0.0;Displacement;6.0
0.0;?;2.0;91.0;27.0;?;1.0;0.0;Displacement;525.0
?;10.0;?;91.0;19.0;7.8;1.0;0.92;Displacement;20.0
1.9;13.0;2.0;91.0;?;0.8;0.0;0.0;Displacement;355.0
1.0;10.0;?;91.0;3.0;4.0;3.0;0.91;Displacement;395.0
2.0;12.0;2.0;91.0;?;2.0;0.0;0.0;Displacement;400.0
1.2;18.0;2.0;91.0;0.0;2.1;?;0.91;Displacement;?
1.5;14.0;?;91.0;22.0;0.1;2.0;0.0;Displacement;?
0.0;9.0;?;91.0;4.0;8.0;?;?;Displacement;383.0
7.6;10.0;2.0;91.0;19.0;?;1.0;?;Displacement;20.0
1.0;16.0;?;91.0;13.0;?;0.0;0.0;Displacement;237.0
4.7;?;0.0;91.0;32.0;1.5;2.0;0.0;Displacement;6.0
?;15.0;?;91.0;22.0;1.3;?;0.0;Displacement;149.0
?;11.0;?;91.0;4.0;1.0;?;0.91;Displacement;269.0
?;10.0;?;91.0;19.0;?;1.0;?;Displacement;20.0
1.6;20.0;0.0;90.0;?;?;2.0;0.0;Displacement;160.0
0.3;2.0;2.0;90.0;?;5.2;?;0.0;Displacement;?
1.0;13.0;2.0;90.0;1.0;0.0;?;?;Displacement;454.0
1.6;?;0.0;90.0;15.0;6.0;?;0.0;Displacement;160.0
0.0;13.0;?;90.0;1.0;2.0;?;0.91;Displacement;?
?;16.0;0.0;90.0;35.0;2.5;6.0;0.0;Displacement;68.0
1.0;?;2.0;90.0;1.0;0.0;?;?;Displacement;454.0
0.5;13.0;?;90.0;1.0;?;0.0;0.91;Displacement;525.0
0.0;13.0;2.0;90.0;1.0;2.0;?;?;Displacement;?
0.3;2.0;2.0;90.0;?;5.2;?;0.0;Displacement;743.0
0.3;2.0;?;90.0;?;5.2;?;0.0;Displacement;743.0
?;16.0;0.0;90.0;?;0.0;1.0;0.0;Displacement;103.0
1.6;20.0;0.0;90.0;?;6.0;2.0;0.0;Displacement;160.0
1.0;13.0;2.0;90.0;?;0.0;3.0;0.91;Displacement;454.0
0.6;18.0;?;90.0;1.0;?;1.0;0.0;Displacement;?
0.0;13.0;2.0;90.0;1.0;?;1.0;?;Displacement;723.0
?;?;0.0;90.0;35.0;4.0;1.0;0.0;Displacement;5.0
?;13.0;2.0;90.0;1.0;0.0;3.0;?;Displacement;454.0
0.0;?;2.0;90.0;1.0;2.0;1.0;0.91;Displacement;?
1.6;20.0;0.0;90.0;15.0;6.0;?;0.0;Displacement;160.0
0.0;13.0;?;90.0;2.0;?;4.0;0.91;Displacement;442.0
?;?;0.0;90.0;65.0;0.0;1.0;0.0;Displacement;36.0
2.3;?;0.0;90.0;10.0;1.5;1.0;?;Displacement;90.0
1.5;22.0;0.0;90.0;?;?;0.0;0.0;Displacement;236.0
0.3;2.0;?;90.0;?;5.2;5.0;0.0;Displacement;?
2.7;6.0;2.0;90.0;6.0;9.9;2.0;0.0;Displacement;?
1.6;?;0.0;90.0;0.0;?;?;?;Displacement;410.0
3.5;?;0.0;90.0;50.0;1.0;2.0;0.0;Displacement;38.0
2.7;6.0;?;90.0;6.0;?;2.0;0.0;Displacement;?
0.0;?;0.0;90.0;?;?;?;0.0;Displacement;335.0
2.7;6.0;?;90.0;6.0;9.9;2.0;0.0;Displacement;?
?;16.0;0.0;90.0;?;1.0;2.0;0.0;Displacement;38.0
1.0;13.0;?;90.0;1.0;0.0;3.0;0.91;Displacement;454.0
?;13.0;2.0;90.0;1.0;1.0;0.0;0.91;Displacement;?
1.6;17.0;0.0;90.0;0.0;1.6;?;?;Displacement;410.0
3.5;16.0;0.0;90.0;?;0.0;1.0;0.0;Displacement;103.0
?;?;0.0;90.0;35.0;?;1.0;0.0;Displacement;5.0
0.0;?;2.0;90.0;1.0;?;1.0;?;Displacement;723.0
0.9;19.0;?;90.0;1.0;9.6;0.0;0.0;Displacement;?
?;?;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;635.0
?;17.0;0.0;90.0;0.0;?;2.0;?;Displacement;410.0
?;13.0;?;90.0;1.0;0.0;?;0.91;Displacement;454.0
0.0;13.0;2.0;90.0;2.0;?;?;0.91;Displacement;442.0
1.3;18.0;0.0;90.0;10.0;0.5;2.0;?;Displacement;188.0
2.3;?;0.0;90.0;10.0;1.5;1.0;0.92;Displacement;90.0
0.0;13.0;2.0;90.0;2.0;4.0;4.0;0.91;Displacement;?
0.0;7.0;0.0;90.0;5.0;9.6;4.0;0.0;Displacement;335.0
0.5;?;2.0;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
0.0;13.0;?;90.0;2.0;4.0;4.0;0.91;Displacement;?
0.5;?;?;90.0;1.0;?;0.0;0.91;Displacement;525.0
1.6;17.0;0.0;90.0;0.0;1.6;2.0;?;Displacement;?
1.6;?;0.0;90.0;0.0;?;2.0;0.92;Displacement;410.0
0.0;?;2.0;90.0;1.0;2.0;1.0;?;Displacement;?
?;17.0;0.0;90.0;0.0;1.6;2.0;0.92;Displacement;410.0
0.0;?;?;90.0;1.0;2.0;1.0;0.91;Displacement;?
?;16.0;0.0;90.0;50.0;1.0;?;0.0;Displacement;38.0
?;?;0.0;90.0;?;0.0;1.0;0.0;Displacement;36.0
0.0;7.0;0.0;90.0;?;9.6;?;0.0;Displacement;335.0
1.6;17.0;0.0;90.0;0.0;?;?;?;Displacement;410.0
0.0;13.0;2.0;90.0;1.0;2.0;?;0.91;Displacement;?
1.6;?;0.0;90.0;0.0;1.6;2.0;?;Displacement;410.0
1.6;?;0.0;90.0;0.0;1.6;?;?;Displacement;410.0
0.0;13.0;?;90.0;1.0;2.0;?;?;Displacement;?
1.0;13.0;2.0;90.0;1.0;0.0;?;0.91;Displacement;454.0
?;21.0;0.0;90.0;?;4.0;1.0;0.0;Displacement;5.0
1.3;?;0.0;90.0;10.0;0.5;2.0;?;Displacement;188.0
?;13.0;?;90.0;1.0;0.0;?;0.91;Displacement;?
0.0;7.0;0.0;90.0;?;9.6;?;0.0;Displacement;?
0.0;7.0;0.0;90.0;?;9.6;4.0;0.0;Displacement;335.0
0.5;13.0;?;90.0;1.0;1.0;0.0;0.91;Displacement;?
?;?;0.0;90.0;65.0;0.0;?;0.0;Displacement;36.0
0.6;18.0;2.0;90.0;1.0;?;1.0;0.0;Displacement;940.0
0.9;19.0;?;90.0;1.0;?;0.0;0.0;Displacement;?
0.0;?;?;90.0;1.0;2.0;1.0;?;Displacement;?
?;?;0.0;90.0;?;0.0;1.0;0.0;Displacement;103.0
0.0;13.0;?;90.0;2.0;4.0;?;0.91;Displacement;?
?;?;0.0;90.0;10.0;1.5;1.0;?;Displacement;90.0
0.6;5.0;2.0;90.0;?;8.4;3.0;0.0;Displacement;835.0
0.0;13.0;2.0;90.0;2.0;4.0;?;0.91;Displacement;?
0.9;19.0;2.0;90.0;1.0;?;0.0;0.0;Displacement;?
0.0;7.0;0.0;90.0;5.0;9.6;?;0.0;Displacement;335.0
0.0;13.0;2.0;90.0;1.0;2.0;1.0;0.91;Displacement;723.0
1.5;?;0.0;90.0;35.0;?;0.0;0.0;Displacement;236.0
1.0;13.0;?;90.0;1.0;0.0;?;?;Displacement;454.0
?;?;0.0;90.0;50.0;1.0;2.0;0.0;Displacement;38.0
3.0;?;0.0;90.0;50.0;?;0.0;0.0;Displacement;170.0
1.0;13.0;2.0;90.0;1.0;0.0;3.0;?;Displacement;454.0
0.3;2.0;?;90.0;16.0;5.2;?;0.0;Displacement;?
0.0;?;2.0;90.0;1.0;?;1.0;0.91;Displacement;723.0
1.6;?;0.0;90.0;15.0;?;?;0.0;Displacement;160.0
?;17.0;0.0;90.0;0.0;1.6;2.0;?;Displacement;?
?;?;0.0;90.0;50.0;1.0;?;0.0;Displacement;38.0
?;13.0;2.0;90.0;1.0;1.0;0.0;?;Displacement;?
?;13.0;2.0;90.0;1.0;0.0;?;0.91;Displacement;?
2.3;18.0;0.0;90.0;10.0;?;1.0;?;Displacement;90.0
0.5;?;2.0;90.0;1.0;?;0.0;0.91;Displacement;525.0
1.0;?;0.0;90.0;?;0.0;1.0;0.0;Displacement;461.0
0.3;2.0;?;90.0;16.0;5.2;?;0.0;Displacement;743.0
0.0;13.0;?;90.0;2.0;4.0;?;0.91;Displacement;442.0
0.3;2.0;2.0;90.0;?;5.2;5.0;0.0;Displacement;743.0
?;13.0;2.0;90.0;1.0;0.0;3.0;0.91;Displacement;?
0.3;2.0;?;90.0;?;?;5.0;0.0;Displacement;?
0.5;13.0;2.0;90.0;1.0;1.0;0.0;?;Displacement;?
1.5;?;0.0;90.0;35.0;1.0;0.0;0.0;Displacement;236.0
0.0;?;0.0;90.0;5.0;?;4.0;0.0;Displacement;335.0
0.0;13.0;?;90.0;2.0;?;?;0.91;Displacement;442.0
?;13.0;?;90.0;1.0;0.0;3.0;?;Displacement;454.0
0.3;2.0;2.0;90.0;?;5.2;5.0;0.0;Displacement;?
0.3;2.0;2.0;90.0;16.0;?;?;0.0;Displacement;?
1.0;?;2.0;90.0;1.0;0.0;3.0;0.91;Displacement;454.0
0.5;13.0;2.0;90.0;1.0;1.0;0.0;0.91;Displacement;?
0.5;13.0;2.0;90.0;1.0;?;0.0;0.91;Displacement;525.0
0.0;13.0;2.0;90.0;1.0;2.0;?;?;Displacement;723.0
0.0;13.0;2.0;90.0;1.0;?;1.0;0.91;Displacement;723.0
0.0;7.0;0.0;90.0;5.0;?;4.0;0.0;Displacement;335.0
1.0;13.0;2.0;90.0;1.0;0.0;?;?;Displacement;?
0.3;2.0;?;90.0;16.0;5.2;5.0;0.0;Displacement;?
?;17.0;0.0;90.0;0.0;1.6;2.0;0.92;Displacement;?
0.9;19.0;2.0;90.0;1.0;9.6;0.0;0.0;Displacement;?
7.0;?;0.0;90.0;35.0;4.0;1.0;0.0;Displacement;5.0
1.3;?;0.0;90.0;?;0.5;2.0;?;Displacement;188.0
0.3;2.0;?;90.0;16.0;?;5.0;0.0;Displacement;?
1.5;5.0;?;90.0;16.0;?;3.0;0.0;Displacement;?
0.9;22.0;0.0;90.0;6.0;7.4;?;?;Displacement;62.0
0.0;?;0.0;90.0;35.0;2.0;0.0;0.0;Displacement;1071.0
2.7;6.0;?;90.0;6.0;?;2.0;0.0;Displacement;856.0
?;21.0;0.0;90.0;?;?;1.0;0.0;Displacement;5.0
0.0;?;0.0;90.0;35.0;2.0;0.0;0.0;Displacement;?
0.5;?;?;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
0.6;18.0;2.0;90.0;1.0;11.4;1.0;0.0;Displacement;?
1.0;?;?;90.0;1.0;0.0;?;?;Displacement;?
?;?;0.0;90.0;10.0;1.5;1.0;0.92;Displacement;90.0
0.0;13.0;2.0;90.0;1.0;2.0;1.0;0.91;Displacement;?
0.9;22.0;0.0;90.0;?;?;?;0.91;Displacement;62.0
0.5;13.0;?;90.0;1.0;1.0;0.0;?;Displacement;?
?;16.0;0.0;90.0;50.0;0.0;1.0;0.0;Displacement;103.0
0.0;13.0;?;90.0;1.0;?;1.0;?;Displacement;723.0
1.3;18.0;0.0;90.0;10.0;0.5;?;0.92;Displacement;188.0
0.0;13.0;?;90.0;1.0;2.0;1.0;?;Displacement;?
0.0;?;2.0;90.0;1.0;2.0;1.0;?;Displacement;723.0
1.5;22.0;0.0;90.0;35.0;1.0;0.0;0.0;Displacement;236.0
1.5;5.0;?;90.0;16.0;?;3.0;0.0;Displacement;940.0
1.0;21.0;0.0;90.0;?;0.0;?;0.0;Displacement;461.0
3.5;?;0.0;90.0;50.0;1.0;?;0.0;Displacement;38.0
?;?;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;?
0.0;13.0;?;90.0;1.0;2.0;1.0;?;Displacement;723.0
2.3;18.0;0.0;90.0;?;1.5;1.0;0.92;Displacement;90.0
1.6;?;0.0;90.0;0.0;1.6;?;0.92;Displacement;410.0
1.0;?;2.0;90.0;1.0;0.0;?;?;Displacement;?
1.0;13.0;?;90.0;1.0;0.0;?;0.91;Displacement;?
0.0;13.0;2.0;90.0;?;4.0;4.0;0.91;Displacement;442.0
0.5;13.0;?;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
0.0;?;?;90.0;1.0;2.0;1.0;?;Displacement;723.0
0.3;2.0;2.0;90.0;16.0;5.2;5.0;0.0;Displacement;?
1.6;?;0.0;90.0;0.0;1.6;2.0;0.92;Displacement;410.0
0.0;7.0;0.0;90.0;?;?;?;0.0;Displacement;335.0
3.5;?;0.0;90.0;?;0.0;1.0;0.0;Displacement;36.0
0.0;?;2.0;90.0;1.0;?;?;0.91;Displacement;723.0
?;13.0;?;90.0;1.0;1.0;0.0;?;Displacement;?
0.0;?;0.0;90.0;5.0;9.6;4.0;0.0;Displacement;335.0
0.3;2.0;2.0;90.0;16.0;?;5.0;0.0;Displacement;743.0
?;24.0;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;?
1.0;?;2.0;90.0;1.0;0.0;3.0;?;Displacement;454.0
7.0;?;0.0;90.0;35.0;?;?;0.0;Displacement;5.0
1.0;?;?;90.0;1.0;0.0;3.0;0.91;Displacement;454.0
0.0;7.0;0.0;90.0;?;?;4.0;0.0;Displacement;?
?;13.0;?;90.0;1.0;0.0;3.0;0.91;Displacement;454.0
1.0;?;2.0;90.0;1.0;0.0;3.0;?;Displacement;?
3.5;?;0.0;90.0;65.0;0.0;?;0.0;Displacement;36.0
0.5;13.0;2.0;90.0;?;1.0;0.0;0.91;Displacement;525.0
0.9;22.0;0.0;90.0;6.0;?;?;0.91;Displacement;62.0
0.0;7.0;0.0;90.0;5.0;9.6;4.0;0.0;Displacement;?
0.0;?;2.0;90.0;1.0;2.0;?;?;Displacement;723.0
1.0;?;0.0;90.0;?;0.0;?;0.0;Displacement;461.0
0.0;?;2.0;90.0;1.0;2.0;?;0.91;Displacement;?
0.0;13.0;?;90.0;1.0;2.0;?;?;Displacement;723.0
1.6;?;0.0;90.0;15.0;?;2.0;0.0;Displacement;160.0
1.0;?;?;90.0;1.0;0.0;3.0;?;Displacement;?
1.0;13.0;?;90.0;1.0;0.0;3.0;?;Displacement;454.0
2.3;?;0.0;90.0;10.0;?;1.0;0.92;Displacement;90.0
0.3;2.0;2.0;90.0;?;?;?;0.0;Displacement;?
2.7;6.0;2.0;90.0;6.0;?;2.0;0.0;Displacement;?
0.0;?;0.0;90.0;5.0;9.6;?;0.0;Displacement;335.0
?;16.0;0.0;90.0;35.0;2.5;?;0.0;Displacement;68.0
?;21.0;0.0;90.0;35.0;?;?;0.0;Displacement;5.0
?;13.0;2.0;90.0;1.0;?;0.0;0.91;Displacement;525.0
0.3;2.0;2.0;90.0;?;?;?;0.0;Displacement;743.0
1.0;13.0;?;90.0;1.0;0.0;?;0.91;Displacement;454.0
0.6;18.0;?;90.0;1.0;11.4;1.0;0.0;Displacement;?
?;13.0;2.0;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
1.5;5.0;2.0;90.0;16.0;6.7;3.0;0.0;Displacement;?
?;13.0;?;90.0;1.0;0.0;3.0;0.91;Displacement;?
2.0;?;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;?
1.0;13.0;?;90.0;1.0;0.0;3.0;0.91;Displacement;?
0.3;2.0;2.0;90.0;16.0;?;?;0.0;Displacement;743.0
0.0;22.0;0.0;90.0;35.0;2.0;0.0;0.0;Displacement;?
1.3;?;0.0;90.0;10.0;0.5;2.0;0.92;Displacement;188.0
0.3;2.0;2.0;90.0;16.0;5.2;?;0.0;Displacement;?
2.3;?;0.0;90.0;10.0;?;1.0;?;Displacement;90.0
1.0;?;?;90.0;1.0;0.0;?;?;Displacement;454.0
?;18.0;0.0;90.0;10.0;1.5;1.0;?;Displacement;90.0
0.0;13.0;2.0;90.0;1.0;?;?;?;Displacement;723.0
0.0;7.0;0.0;90.0;5.0;?;?;0.0;Displacement;?
1.0;13.0;2.0;90.0;1.0;0.0;3.0;?;Displacement;?
1.3;?;0.0;90.0;?;0.5;?;?;Displacement;188.0
1.3;?;0.0;90.0;10.0;0.5;?;?;Displacement;188.0
1.3;?;0.0;90.0;10.0;?;2.0;?;Displacement;188.0
1.3;?;0.0;90.0;10.0;?;2.0;0.92;Displacement;188.0
3.5;16.0;0.0;90.0;50.0;1.0;?;0.0;Displacement;38.0
1.5;5.0;?;90.0;16.0;6.7;3.0;0.0;Displacement;?
1.5;22.0;0.0;90.0;35.0;?;0.0;0.0;Displacement;236.0
1.0;?;2.0;90.0;1.0;0.0;3.0;0.91;Displacement;?
?;13.0;?;90.0;1.0;1.0;0.0;?;Displacement;525.0
3.5;?;0.0;90.0;?;0.0;1.0;0.0;Displacement;103.0
1.0;?;?;90.0;1.0;0.0;3.0;?;Displacement;454.0
1.3;18.0;0.0;90.0;?;0.5;2.0;?;Displacement;188.0
?;17.0;0.0;90.0;0.0;1.6;2.0;?;Displacement;410.0
0.0;?;0.0;90.0;?;9.6;4.0;0.0;Displacement;335.0
1.6;?;0.0;90.0;0.0;?;2.0;?;Displacement;410.0
1.0;21.0;0.0;90.0;?;0.0;1.0;0.0;Displacement;461.0
?;25.0;0.0;90.0;?;0.0;1.0;0.0;Displacement;36.0
0.5;?;2.0;90.0;1.0;1.0;0.0;?;Displacement;525.0
?;13.0;?;90.0;1.0;1.0;0.0;0.91;Displacement;?
0.0;22.0;0.0;90.0;35.0;?;0.0;0.0;Displacement;1071.0
0.0;7.0;0.0;90.0;5.0;?;?;0.0;Displacement;335.0
1.5;5.0;2.0;90.0;16.0;?;3.0;0.0;Displacement;?
0.0;7.0;0.0;90.0;5.0;?;4.0;0.0;Displacement;?
3.6;?;0.0;90.0;35.0;2.5;?;0.0;Displacement;68.0
1.0;13.0;2.0;90.0;1.0;0.0;3.0;0.91;Displacement;?
1.3;18.0;0.0;90.0;10.0;?;2.0;?;Displacement;188.0
0.0;13.0;2.0;90.0;1.0;?;?;0.91;Displacement;723.0
1.3;?;0.0;90.0;?;0.5;?;0.92;Displacement;188.0
1.6;17.0;0.0;90.0;0.0;1.6;?;?;Displacement;?
?;13.0;2.0;90.0;1.0;0.0;?;0.91;Displacement;454.0
0.3;2.0;?;90.0;?;5.2;?;0.0;Displacement;?
1.0;?;?;90.0;1.0;0.0;?;0.91;Displacement;454.0
0.3;2.0;2.0;90.0;?;?;5.0;0.0;Displacement;743.0
0.0;?;0.0;90.0;5.0;?;?;0.0;Displacement;335.0
0.0;?;2.0;90.0;1.0;2.0;1.0;0.91;Displacement;723.0
0.0;13.0;?;90.0;1.0;2.0;1.0;0.91;Displacement;?
1.0;?;0.0;90.0;50.0;0.0;?;0.0;Displacement;461.0
1.3;18.0;0.0;90.0;10.0;0.5;?;?;Displacement;188.0
1.6;?;0.0;90.0;0.0;?;?;0.92;Displacement;410.0
1.0;13.0;?;90.0;?;0.0;3.0;0.91;Displacement;454.0
3.5;?;0.0;90.0;65.0;0.0;1.0;0.0;Displacement;36.0
0.0;13.0;?;90.0;1.0;?;1.0;0.91;Displacement;723.0
0.3;2.0;2.0;90.0;?;?;5.0;0.0;Displacement;?
0.6;5.0;2.0;90.0;26.0;8.4;3.0;0.0;Displacement;?
1.0;13.0;?;90.0;1.0;0.0;3.0;?;Displacement;?
?;16.0;0.0;90.0;50.0;1.0;2.0;0.0;Displacement;38.0
0.9;19.0;2.0;90.0;1.0;?;0.0;0.0;Displacement;975.0
3.5;?;0.0;90.0;50.0;0.0;1.0;0.0;Displacement;103.0
?;13.0;?;90.0;1.0;0.0;3.0;?;Displacement;?
0.3;2.0;2.0;90.0;16.0;?;5.0;0.0;Displacement;?
?;21.0;0.0;90.0;35.0;?;1.0;0.0;Displacement;5.0
7.0;?;0.0;90.0;35.0;?;1.0;0.0;Displacement;5.0
1.6;20.0;0.0;90.0;15.0;?;?;0.0;Displacement;160.0
?;13.0;2.0;90.0;1.0;1.0;0.0;?;Displacement;525.0
0.5;13.0;2.0;90.0;1.0;1.0;0.0;?;Displacement;525.0
0.9;?;0.0;90.0;6.0;?;?;0.91;Displacement;62.0
1.6;17.0;0.0;90.0;0.0;1.6;2.0;?;Displacement;410.0
0.3;2.0;?;90.0;?;?;?;0.0;Displacement;?
0.9;22.0;0.0;90.0;6.0;7.4;?;0.91;Displacement;62.0
0.3;2.0;?;90.0;16.0;?;?;0.0;Displacement;743.0
1.0;?;2.0;90.0;1.0;0.0;?;0.91;Displacement;454.0
1.3;?;0.0;90.0;?;0.5;2.0;0.92;Displacement;188.0
3.5;16.0;0.0;90.0;?;1.0;?;0.0;Displacement;38.0
0.3;2.0;?;90.0;16.0;?;5.0;0.0;Displacement;743.0
1.0;?;?;90.0;1.0;0.0;3.0;0.91;Displacement;?
1.0;13.0;2.0;90.0;1.0;0.0;?;0.91;Displacement;?
0.3;2.0;?;90.0;?;?;?;0.0;Displacement;743.0
1.5;22.0;0.0;90.0;?;1.0;0.0;0.0;Displacement;236.0
0.0;?;0.0;90.0;35.0;?;0.0;0.0;Displacement;1071.0
0.0;?;2.0;90.0;1.0;2.0;?;?;Displacement;?
0.0;?;2.0;90.0;1.0;2.0;?;0.91;Displacement;723.0
?;21.0;0.0;90.0;35.0;4.0;1.0;0.0;Displacement;5.0
0.0;?;0.0;90.0;35.0;?;0.0;0.0;Displacement;?
0.0;7.0;0.0;90.0;5.0;9.6;?;0.0;Displacement;?
0.5;13.0;2.0;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
0.0;7.0;0.0;90.0;?;9.6;4.0;0.0;Displacement;?
3.6;?;0.0;90.0;35.0;2.5;6.0;0.0;Displacement;68.0
?;?;0.0;90.0;50.0;0.0;1.0;0.0;Displacement;103.0
1.5;?;0.0;90.0;?;?;0.0;0.0;Displacement;236.0
0.0;13.0;?;90.0;1.0;?;?;?;Displacement;723.0
0.0;?;?;90.0;1.0;?;1.0;?;Displacement;723.0
0.0;?;0.0;90.0;?;?;4.0;0.0;Displacement;335.0
0.0;7.0;0.0;90.0;?;?;?;0.0;Displacement;?
0.3;2.0;2.0;90.0;16.0;5.2;?;0.0;Displacement;743.0
2.0;?;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;635.0
1.6;?;0.0;90.0;15.0;6.0;2.0;0.0;Displacement;160.0
?;13.0;2.0;90.0;1.0;0.0;3.0;?;Displacement;?
1.5;5.0;2.0;90.0;16.0;?;3.0;0.0;Displacement;940.0
1.3;18.0;0.0;90.0;?;0.5;?;?;Displacement;188.0
0.0;7.0;0.0;90.0;?;?;4.0;0.0;Displacement;335.0
?;13.0;?;90.0;1.0;?;0.0;0.91;Displacement;525.0
0.5;13.0;?;90.0;1.0;1.0;0.0;?;Displacement;525.0
1.0;13.0;?;90.0;1.0;0.0;?;?;Displacement;?
1.0;?;2.0;90.0;1.0;0.0;?;0.91;Displacement;?
1.0;?;0.0;90.0;50.0;0.0;1.0;0.0;Displacement;461.0
1.5;?;0.0;90.0;?;1.0;0.0;0.0;Displacement;236.0
0.0;?;?;90.0;1.0;2.0;1.0;0.91;Displacement;723.0
1.0;13.0;2.0;90.0;1.0;0.0;3.0;0.91;Displacement;454.0
0.3;2.0;2.0;90.0;16.0;5.2;5.0;0.0;Displacement;743.0
0.9;?;0.0;90.0;6.0;7.4;?;?;Displacement;62.0
1.6;17.0;0.0;90.0;0.0;1.6;?;0.92;Displacement;?
?;21.0;0.0;90.0;35.0;4.0;?;0.0;Displacement;5.0
0.0;13.0;2.0;90.0;2.0;4.0;?;0.91;Displacement;442.0
0.0;13.0;2.0;90.0;1.0;2.0;1.0;?;Displacement;723.0
0.3;2.0;?;90.0;16.0;?;?;0.0;Displacement;?
0.0;22.0;0.0;90.0;35.0;?;0.0;0.0;Displacement;?
0.0;13.0;2.0;90.0;1.0;2.0;1.0;?;Displacement;?
?;13.0;?;90.0;1.0;1.0;0.0;0.91;Displacement;525.0
0.6;18.0;2.0;90.0;1.0;?;1.0;0.0;Displacement;?
1.0;?;?;90.0;1.0;0.0;?;0.91;Displacement;?
2.0;24.0;0.0;90.0;40.0;0.0;0.0;0.0;Displacement;?
0.5;?;?;90.0;1.0;1.0;0.0;?;Displacement;525.0
1.3;?;0.0;90.0;10.0;0.5;?;0.92;Displacement;188.0
?;14.0;0.0;89.0;57.0;1.0;3.0;0.0;Displacement;51.0
